trade_id,factor_id,coefficient,impact_value
8422,8,48470914501.9,845440290.9482212
8423,8,48470914501.9,505707519.39259917
8424,8,48470914501.9,7351425388.736561
8425,8,48470914501.9,542182072.8617834
8426,8,48470914501.9,5825025895.716509
8427,8,48470914501.9,822803080.6185169
8428,8,48470914501.9,486080040783.17413
8429,8,48470914501.9,606874396.8768216
8430,8,48470914501.9,253909622766.99915
8431,8,48470914501.9,421230160714.9949
8432,8,48470914501.9,926312700.9036057
8433,8,48470914501.9,863317033.8858296
8434,8,48470914501.9,823230987023.5862
8435,8,48470914501.9,1133153654.7090907
8436,8,48470914501.9,627870005.6648403
8437,8,48470914501.9,1592591483.311171
8438,8,48470914501.9,3897234731.2497425
8439,8,48470914501.9,12692115721.155304
8440,8,48470914501.9,53907256875.65063
8441,8,48470914501.9,953004677.3873895
8442,8,48470914501.9,4635810721.849792
8443,8,48470914501.9,2298296352.331937
8444,8,48470914501.9,3511505783.5609145
8445,8,48470914501.9,4061100463.8644342
8446,8,48470914501.9,871478208.196895
8447,8,48470914501.9,1002143711.8096331
8448,8,48470914501.9,1037249858.7723873
8449,8,48470914501.9,101602600881.40588
8450,8,48470914501.9,5009069876.92376
8451,8,48470914501.9,1033091455.9090391
8452,8,48470914501.9,490983438.4178772
8453,8,48470914501.9,509549572.25679624
8454,8,48470914501.9,574692610.6172518
8455,8,48470914501.9,12407577709.343699
8456,8,48470914501.9,23847167859.610264
8654,8,60675615325.7,6680225746.821187
8655,8,60675615325.7,17689667514.255123
8656,8,60675615325.7,22674904257.877003
8657,8,60675615325.7,636914303.0561923
8658,8,60675615325.7,2801192699.416845
8659,8,60675615325.7,1674657602.1078658
8660,8,60675615325.7,885056641.1713512
8661,8,60675615325.7,992891082.5445515
8662,8,60675615325.7,9531198215.2004
8663,8,60675615325.7,12149978699.555986
8664,8,60675615325.7,1114435416.2056146
8665,8,60675615325.7,2172489852.707645
8666,8,60675615325.7,2281107186.6913433
8667,8,60675615325.7,1000899721.1394484
8668,8,60675615325.7,40246513937.36866
8669,8,60675615325.7,1854218477.6632693
8670,8,60675615325.7,25467135058.068024
8671,8,60675615325.7,2530675245.1568255
8672,8,60675615325.7,17943215912.538574
8673,8,60675615325.7,1329203062.1518877
8674,8,60675615325.7,3114723922.187365
8675,8,60675615325.7,966485375.7045414
8676,8,60675615325.7,1717711158.4286168
8677,8,60675615325.7,1850160443.211349
8678,8,60675615325.7,3332624793.138986
8679,8,60675615325.7,33444732082.67403
13308,414,180626721965.0,77423911012.69267
13309,414,180626721965.0,2481568925.763753
13310,414,180626721965.0,15073981790.535757
13311,414,180626721965.0,58323803030.80751
13312,414,180626721965.0,6050420572.035483
