trade_id,factor_id,coefficient,impact_value
138,414,78066722889.2,9669834730008.715
139,414,78066722889.2,117045799285142.69
140,414,78066722889.2,1006936858081.7659
141,414,78066722889.2,129507078645.7739
142,414,78066722889.2,9925833843023.734
143,414,78066722889.2,760484254.5112762
144,414,78066722889.2,2529489131080.88
145,414,78066722889.2,2046374204696.484
146,414,78066722889.2,29013509187.623684
147,414,78066722889.2,80964436758.79926
148,414,78066722889.2,6043794929.473428
149,414,78066722889.2,643756102159.281
150,414,78066722889.2,24076541322072.355
151,414,78066722889.2,500849920758.0762
152,414,78066722889.2,1814529216346.411
153,414,78066722889.2,971541402785.5203
154,414,78066722889.2,497721523259.54254
155,414,78066722889.2,754982605301.9867
156,414,78066722889.2,9175137414797.408
157,414,78066722889.2,289517344.47471935
158,414,78066722889.2,5906264928.0736685
159,414,78066722889.2,11731258945.805847
160,414,78066722889.2,4421432240.812492
161,414,78066722889.2,549810201305.0809
162,414,78066722889.2,13046129972151.621
163,414,78066722889.2,51294713742807.13
164,414,78066722889.2,483660118052.1744
165,414,78066722889.2,141498813235.11304
166,414,78066722889.2,158315600602.31522
167,414,78066722889.2,36018879376506.61
168,414,78066722889.2,1531534054595.6375
169,414,78066722889.2,141645304461.6579
170,414,78066722889.2,1127203035813.0276
171,414,78066722889.2,18405151516747.953
172,414,78066722889.2,13263231900.65918
173,414,78066722889.2,1554532008549.6204
174,414,78066722889.2,970061352.7579696
175,414,78066722889.2,122460166066.72725
176,414,78066722889.2,531486240330.06055
177,414,78066722889.2,1858504232.6624599
178,414,78066722889.2,682116602.2068932
179,414,78066722889.2,579887475721.2815
180,414,78066722889.2,158180028803.2817
181,414,78066722889.2,2915118730959.1494
182,414,78066722889.2,21560885968843.08
183,414,78066722889.2,2659601608565.9517
184,414,78066722889.2,813432716328.807
185,414,78066722889.2,33855661184.36932
186,414,78066722889.2,18155536378.852047
187,414,78066722889.2,21550219354.16847
188,414,78066722889.2,38580916669.89117
189,414,78066722889.2,5300592994055.774
190,414,78066722889.2,20948604254.356575
191,414,78066722889.2,199509051489.598
192,414,78066722889.2,799917358080.4268
